id;uuid;district;name;street;zip_city;begin;end;20151116;20151117;20151118;20151119;20151120;20151121;20151122;20151123;20151124;20151125;20151126;20151127;20151128;20151129;20151130;20151201;20151202;20151203;20151204;20151205;20151206;20151207;20151208;20151209;20151210;20151211;20151212;20151213;20151214;20151215;20151216;20151217;20151218;20151219;20151220;20151221;20151222;20151223;20151224;20151225;20151226;20151227;20151228;20151229;20151230;20151231;20160101;20160102;20160103;20160104;20160105;20160106;organizer;org_address;org_contact;phone;phone2;fax;hours;email;web;facebook;kind;lat;lng;fee;remarks;todo;transit
134;118;Steglitz-Zehlendorf;Adventsmarkt auf der Domäne Dahlem;Königin-Luise-Str. 49;14195 Berlin;2015-11-28;2015-11-29;;;;;;;;;;;;;11:00-19:00;11:00-19:00;;;;;;11:00-19:00;11:00-19:00;;;;;;11:00-19:00;11:00-19:00;;;;;;11:00-19:00;11:00-19:00;;;;;;;;;;;;;;;;;;Domäne Dahlem Veranstaltungsgesellschaft mbH;;;66 63 00 10;;66 63 00 20;11:00-19:00;kontakt@domaene-dahlem.de;www.domaene-dahlem.de;;gewerblich;52.458420;13.28866;Eintritt 3 €<br>ermäßigt 1 € (Auszubildende, Studierende, Freiwilligendienst-Leistende, berlinpass-Inhaber, Schwerbehinderte ab 80 %)<br>freier Eintritt für Kinder und Jugendliche bis 18 Jahre;<p>Wer ausgewähltes Kunsthandwerk und wundervoll stimmungsvolle Atmosphäre sucht, ist auf den Domänen-Adventsmärkten richtig. Auf dem historischen Gutshof präsentiert sich eine Vielfalt schöner Stände, die an den einzelnen Wochenenden teilweise wechseln. Außerdem erwarten die Besucher handwerkliche Vorführungen, weihnachtliche Leckereien, ein erlebnisreiches Kinderprogramm, weihnachtliche Live-Musik (ab mittags), Rundfahrten mit Kuh- oder Pferdekutsche und Traktor (wetterabhängig) und ein Winterspaziergang über die Felder mit Blick auf die Domänen-Tiere.</p><p>Aufwärmen können Sie sich im Museum oder mit Bio-Glühwein, Bio-Kinderpunsch und ländlich-leckerem Essen – und ab nachmittags am prasselnden Feuer! Neben dem kunsthandwerklichen Angebot finden Sie bei uns natürlich auch weihnachtliche Spezereien wie handgefertigte Lebkuchen, edles Marzipan und Nougat, heiße Maronen und gebrannte Mandeln sowie verschiedene bäuerliche Spezialitäten – auch von der Domäne Dahlem!</p><p>Kinderprogramm: Weihnachtsbaumschmuck aus Bienenwachs gießen, Kerzen ziehen, Weihnachtsbaumkugeln bemalen, Ponyreiten und Pyrofessor Logo Lards kleine Feuershow für Kinder.</p><p>Kostenlose Führungen durch die Dauerausstellung im Herrenhaus finden jeweils stündlich ab 13 Uhr statt. „Lebendige Geschichte“ können Sie mit unseren ehrenamtlichen Mitarbeitern entdecken, z. B. „Einkaufen früher“ im Historischen Kaufmannsladen, die barocken Gutsleute „Cuno Hans von Willmerstorff und Elisabeth von Hake“ und Kinderspiele aus alter Zeit.</p>;old;
142;120;Steglitz-Zehlendorf;Weihnachtsmarkt auf dem Ferdinandmarkt;Ferdinandstr. 34-35;12209 Berlin;2015-11-29;2015-11-29;;;;;;;;;;;;;;11:00-19:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Müller-Degenhardt & Degenhardt Marktstandvermietung GbR;;;824 20 45;;824 20 47;11:00-19:00;info@gv-degenhardt.de;www.gv-degenhardt.de;;gewerblich;52.428165;13.328123;;<p>Alljährlich findet am ersten Adventssonntag ein stimmungsvoller Weihnachtsmarkt unter dem großen Dach des Ferdinandmarktes statt.</p><p>An zahlreichen Ständen bieten Unternehmen, Handwerksbetriebe oder private Hobbykünstler aus unserem Bezirk ihre Waren an festlich geschmückten Ständen an. Natürlich gibt es auch einen zünftigen Glühwein und viele kulinarische Köstlichkeiten.</p>;old;
144;128;Steglitz-Zehlendorf;Advent-Künstlerstation am Bahnhof Mexikoplatz;Platz vor dem Bahnhof Mexikoplatz;14163 Berlin;2015-11-29;2015-11-29;;;;;;;;;;;;;;11:00-19:00;;;;;;;11:00-19:00;;;;;;;11:00-19:00;;;;;;;11:00-19:00;;;;;;;;;;;;;;;;;;Martin, Ramona;;;802 87 79;;;11:00-19:00;;;;gewerblich;52.437584;13.232588;;<p>Die traditionsreiche Advent-Künstlerstation gibt es auch dieses Jahr wieder am Platz vor dem Bahnhof Mexikoplatz.</p>;old;
152;2156;Steglitz-Zehlendorf;Märchenhafter Weihnachtsmarkt im Grunewald;Hüttenweg 100 (am Grunewaldsee), Jagdschloss Grunewald;14193 Berlin;2015-12-05;2015-12-06;;;;;;;;;;;;;;;;;;;;11:00-19:00;11:00-19:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg, Abt. Schlossmanagement;;Jagdschloss Grunewald;813 35 97;;;11:00-19:00;schloss-grunewald@spsg.de;www.spsg.de;;gewerblich;52.467266;13.261708;Eintritt 3 €<br>ermäßigt 2 €<br>inkl. Besichtigung im Schloss und Jagdzeugmagazin<br> Kinder unter 6 Jahren haben freien Eintritt;<p>Auf dem Schlosshof am Ufer des Grunewaldsee scheint die Zeit stehen geblieben zu sein – hier ist der ideale Ort, sich entspannt auf Weihnachten einzustimmen. Zahlreiche Handwerker und Künstler bieten die Möglichkeit, außergewöhnliche Geschenke weitab der Großstadthektik zu finden. Glühwein, heiße Schokolade und leckere Speisen laden zum Verweilen ein. Märchenfiguren wie Frau Holle, Hänsel und Gretel, Aschenputtel und deren böse Stiefmutter mischen sich leibhaftig und lautstark unter die Besucher und sorgen neben der Märchenerzählerin und einem kleinen musikalischen Bühnenprogramm für Unterhaltung. In diesem Jahr wird nach langer Zeit auch die Wasserterrasse am Jagdschloss wieder geöffnet sein.</p><p>Ab einbrechender Dunkelheit werden die Besucher von historisch gekleideten Nachtwächtern bis zum Bus in die Clayallee begleitet.</p><p>Ihr Weg zu uns: Bus 115, 183 oder X83 bis Clayallee / Königin-Luise-Straße, von dort ca. 15 Minuten Fußweg. Es stehen nur wenige Parkplätze zur Verfügung. Bitte nutzen Sie die öffentlichen Verkehrsmittel.</p>;Old-void;
154;130;Steglitz-Zehlendorf;Adventsbasar im Gemeindehaus St. Michael;Hohenzollernstr. 28;14109 Berlin;2015-11-21;2015-11-22;;;;;;15:00-19:30;09:00-15:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Katholische Kirchengemeinde Zu den hl. Zwölf Aposteln Berlin;;;805 86 29 70;;;Sa 15:00-19:30<br>So 09:00-15:00;pfarrbuero@hl-12-apostel.de;www.hl-12-apostel.de;;gemeinnützig;52.417810;13.150609;;<p>Der Adventsbasar im Gemeindehaus St. Michael wird von der Pfarrgemeinde zu den Hl. Zwölf Aposteln in Berlin-Zehlendorf organisiert.</p>;text checked;
156;132;Steglitz-Zehlendorf;Großer Adventsbasar im Gemeindehaus;Kirchweg 6;14129 Berlin;2015-11-28;2015-11-28;;;;;;;;;;;;;11:00-18:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Evangelische Kirchengemeinde Nikolassee;;;80 19 76 30;;;11:00-18:00;webmaster@gemeinde-nikolassee.de;www.gemeinde-nikolassee.de;;gemeinnützig;52.425202;13.20455;;<p>Kommen sie zum großen Adventsbasar im Gemeindehaus der Evangelischen Kirchengemeinde Nikolassee.</p>;Old-mail;
158;134;Steglitz-Zehlendorf;Weihnachtsmarkt der Wilhelmplatz-Initiative und der Ev. Kirchengemeinde Wannsee;Kirche am Stölpchensee, Auf dem Wilhelmplatz;14109 Berlin;2015-11-29;2015-11-29;;;;;;;;;;;;;;13:00-18:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Evangelische Kirchengemeinde Berlin-Wannsee;;;805 16 50;;;13:00-18:00;KGWannsee@freenet.de;www.wannseebote.ekbo.de;;gemeinnützig;52.412281;13.141813;;<p>Am 1. Advent treffen wir uns nun schon zum 10. Mal zum Weihnachtsmarkt auf dem Wilhelmplatz. Unsere Gäste erwartet in diesem Jahr wieder viele Freunde aus nah und fern und geschmackvoll eingerichtete Verkaufsstände mit einem interessanten Angebot vielfältiger Art, dazu deftige Bratwürste sowie Glühwein auf dem Platz sowie ein vorweihnachtliches Angebot in der Kirche und im Alten Schulhaus.</p><p>Die Blasmusik des Posaunenchors der Evangelischen Freikirche und das Leierkastenspiel bilden die musikalische Untermalung auf dem Weihnachtsmarkt. Im Alten Schulhaus sorgen fleißige Helferinnen für Kaffee, Kuchen und – der Jahreszeit gemäß – schmackhaften Glühwein. Das Team die Erzieherinnen unseres Evangelischen Kindergartens beschäftigt wieder die kleinen Besucher auf adventliche Weise.</p><p>In der Kirche werden wir uns auch diesmal mit vorweihnachtlichen Liedern auf das Fest einstimmen. Der Kantatenchor wird um 16 Uhr mit einem Offenen Singen dabei sein. Ab 17.45 Uhr führen wir das Glockenspiel im Turm vor.</p><p>Aber vielleicht am wichtigsten: Auch auf diesem Weihnachtsmarkt werden wir den Überschuss bei den Gemeindeständen einem guten Zweck zuführen. Wie in den vergangenen Jahren bildet der Weihnachtsmarkt den Abschluss der großen Spendenaktion unserer Gemeinde zum Erntedank. Dieses Mal geht es um die dringend benötigte Hilfe für das zerstörte uralte christliche Aramäerdorf Maaloula in Syrien.</p>;old;
160;136;Steglitz-Zehlendorf;Das Weihnachtshaus in der Villa Donnersmarck;Schädestr. 9-13;14165 Berlin;2015-12-13;2015-12-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;15:00-19:00;;;;;;;;;;;;;;;;;;;;;;;;;Villa Donnersmarck/Fürst-Donnersmarck-Stiftung;;;84 71 87 0;;84 71 87 23;15:00-19:00;villadonnersmarck@fdst.de;www.villadonnersmarck.de;;gemeinnützig;52.427180;13.25836;;<p>Am 3. Advent wird die Villa Donnersmarck alle Jahre wieder zum Weihnachtshaus. Besucher können sich auf ein besinnliches Kulturprogramm freuen. Dazu kann man ausgefallene Geschenke an kunterbunten Ständen shoppen oder gleich selbst kreativ werden: Persönlichen Weihnachtsschmuck basteln, Lebkuchenhäuser verzieren (nicht nur für Kinder) oder am Lagerfeuer Stockbrot grillen. Mit Feuerspektakel, Puppentheater, Gewinnspiel und Besuch vom Weihnachtsmann ein runder Adventssonntag für die ganze Familie, und das in barrierefreiem Ambiente.</p>;old;
162;140;Tempelhof-Schöneberg;Adventsmarkt in der Lokhalle;Lokhalle im Natur-Park Schöneberger Südgelände, S-Bahnhof Priesterweg;12157 Berlin;2015-11-29;2015-11-29;;;;;;;;;;;;;;12:00-18:00;;;;;;;12:00-18:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Grün Berlin GmbH;;;70 09 06 24;;700 90 69 24;12:00-18:00;info@suedgelaende.de;www.gruen-berlin.de;;gewerblich;52.459078;13.358147;;<p>Unter dem schützenden Dach der Lokhalle haben über 40 Händler ihre Stände stimmungsvoll dekoriert und bieten ausgefallene und vor allem selbst gefertigte Artikel. Neben Schmuck und Selbstgestricktem können sich die Besucher auf mutige Schokoladenvariationen, originelle Porzellanartikel, handgenähte Patchworkdecken, Naturseifen und viele kreative Geschenkideen freuen.</p><p>Auf der Bühne unter einer geschmückten Tanne präsentiert am ersten Advent das Ensemble „Cappella Vocale“ ein stilistisch außergewöhnliches Programm. Die Musiker von „Baila Berlin“ zeigen zum Finale, dass der Advent eine lebensfrohe Zeit voller Melodien und übermäßiger Lebensfreude ist. Zu den Klängen der zehnköpfigen Salsaband darf kräftig mitgetanzt werden.</p><p>Zum zweiten Advent stehen viele Nachwuchsmusiker der Leo Kestenberg Musikschule auf der Bühne. Den Anfang machen die Gesangssolisten mit einem abwechslungsreichen „Swinging Christmas“-Programm, gefolgt vom Streicherensemble „Die Saitenakrobaten“ und dem Lichtenrader Ensemble mit einem irisch und spanisch inspirierten Weihnachtskonzert. Die „Berlin Pipe Company“, ein Dudelsackensemble, bildet den fulminanten Abschluss. Für Spannung und beste Unterhaltung der ganz jungen Gäste sorgt um 14:30 Uhr die Weihnachtshexe Molly mit einer weihnachtlichen Reise um die Welt.</p><p>Eintrittspreise: Der Parkeintritt kostet € 1,00 pro Person (ab 14 Jahren). Jahreskartenbesitzer 2014 oder 2015 haben freien Eintritt.</p>;old;
166;148;Tempelhof-Schöneberg;26. Weihnachtsmarkt auf dem Winterfeldtplatz;Winterfeldtplatz ;10785 Berlin;2015-11-29;2015-11-29;;;;;;;;;;;;;;11:00-19:00;;;;;;;11:00-19:00;;;;;;;11:00-19:00;;;;;;;11:00-19:00;;;;;;;;;;;;;;;;;;Frau Trostdorff;;;215 65 39;0157/74 30 19 69;215 65 39;11:00-19:00;trostdorff@web.de;www.weihnachtsmarkt-winterfeldtplatz.de;;gewerblich;52.496518;13.354376;;<p>Wir laden Sie herzlich zu unserem 25. traditionellen Weihnachtsmarkt ein. An jedem Adventssonntag in diesem Jahr hat der Weihnachtsmarkt auf dem Winterfeldtplatz in Berlin für Sie geöffnet. Für Jung und Alt gibt es viel zu sehen und zu erleben.</p><p>Ein attraktives und abwechslungsreiches Bühnenprogramm begleitet Sie während des Adventsspazierganges über den Weihnachtsmarkt, bei dem Sie entdecken können, dass ein besonderer Schwerpunkt unseres Weihnachtsmarktes das Kunsthandwerk ist. Sie finden neben handgearbeitetem Spielzeug und Tongeschirr auch kunstvoll gestalteten Schmuck und wohlriechende Seifen. Die individuellen Artikel sind vielleicht genau das passende Geschenk, um es unter den Weihnachtsbaum zu legen oder die eigenen vier Wände zu verschönern.</p><p>Auch für das leibliche Wohl ist gesorgt und es gibt vielfältige Möglichkeiten den Gaumen zu verwöhnen. Neben Waffeln, gebrannten Mandeln und Zuckerwatte finden Sie natürlich auch den beliebten Glühwein und viele weitere Getränke. Das ist nur ein kleiner Einblick über das Angebot auf dem Weihnachtsmarkt auf dem Winterfeldtplatz.</p><p>Besuchen Sie uns auf dem Winterfeldtplatz in Berlin und genießen Sie die Atmosphäre.</p>;old;
174;152;Tempelhof-Schöneberg;21. Weihnachtsmarkt auf Lehmanns Bauernhof;Alt-Marienfelde 35-37;12277 Berlin;2015-12-04;2015-12-06;;;;;;;;;;;;;;;;;;;14:00-20:00;12:00-20:00;12:00-20:00;;;;;14:00-20:00;12:00-20:00;12:00-20:00;;;;;;;;;;;;;;;;;;;;;;;;;Lehmanns Bauernmarkt;;;72 01 41 50;0179/958 05 15;72 01 41 49;Fr 14:00-20:00<br>Sa-So 12:00-20:00;Lehmanns-Bauernmarkt@gmx.de;www.lehmanns-bauernmarkt.de;;gewerblich;52.411971;13.366999;;<p>Ein weihnachtliches Jubiläum der besonderen Art findet in diesem Jahr in Marienfelde statt: Am zweiten und auch am dritten Advent öffnet zum zwanzigsten Mal der beliebte Weihnachtsmarkt auf Lehmanns Bauernhof in Marienfelde seine Pforten. Wegen des großen Besucherzuspruchs hat sich die Familie Lehmann entschlossen auch in diesem Jahr den Weihnachtsmarkt an zwei Adventswochenenden zu veranstalten. „Viele Gäste waren begeistert, dass es jetzt zwei Wochenenden in Marienfelde weihnachtet. Auch für Abwechslung ist gesorgt, so dass sich auf jeden Fall ein Besuch an beiden Wochenenden lohnt.“ erklärte Bauer Klaus Lehmann.</p><p>Wieder dabei ist beispielsweise eine Schauschmiede, wo es individuelle Geschenke aus Schmiedeeisen gibt und wo für Kinder kleine Andenken direkt geschmiedet werden. Bei einer Weberin und einem Schmuckworkshop für Kinder kann man seine Geschenkideen verwirklichen lassen. Anspruchsvolles Kunsthandwerk wie Lesemagnete von Marion Bartz, handgemachte Schreibgeräte und handgearbeitete Körbe finden ebenso Platz wie französische Salami, Obstbrände und Milchcreme. Neu dabei ist ein Bergbauer aus Österreich, der seine eigenen Produkte wie Bergkräuterextrakte und Kräuterkissen vorstellt.</p><p>Das traditionelle Speiseangebot konzentriert sich auf wenige Stände, hier findet man beispielsweise hausgemachte Erbsensuppe, Raclette, Marienfelder Bratwurst und natürlich Glühwein. Weitere Höhepunkte des Weihnachtsmarktes sind die zahlreichen und sympathischen Tiere des Bauernhofes. Alle Besucher können sich an beiden Adventswochenenden von Chören und Orchestern in Weihnachtsstimmung bringen lassen. Zum Jubiläum treten 12 verschiedene Chöre und Orchester auf der kleinen Bühne aus. Auf die Kinder warten eine Märchenerzählerin auf dem Kornboden und am Samstag und Sonntag Ponys und eine Kutsche.</p>;old;
178;154;Tempelhof-Schöneberg;39. Lichtenrader Lichtermarkt;Alt-Lichtenrade, rund um den Dorfteich (Giebel-Pfuhl);12305 Berlin;2015-11-29;2015-11-29;;;;;;;;;;;;;;13:00-19:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BA Tempelhof-Schöneberg;;Frau Barnekow;902 77 23 01;;902 77 22 20;13:00-19:00;;;;gemeinnützig;52.405230;13.399936;;<p>Adventsmarkt für einen gemeinnützigen Zweck mit ca. 90 Ständen mit kunstgewerblichen Arbeiten, Keramik, Holzwaren, Imkererzeugnissen, Nostalgischem, Spielsachen, Bastel- und Handarbeiten, Selbstgebackenem, Glühwein, Kaffee und Kakao, Suppe, Wurst, Grillfleisch und vieles mehr.</p>;old;
180;156;Tempelhof-Schöneberg;31. Marienfelder Weihnachtsmarkt des TSV Marienfelde 1890 e. V.;Alte Feuerwache, Alt-Marienfelde 36;12277 Berlin;2015-12-05;2015-12-06;;;;;;;;;;;;;;;;;;;;12:00-19:00;12:00-19:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TSV Marienfelde 1890 e. V.;;;722 45 46;;74 30 59 65;12:00-19:00;sport@tsv-marienfelde.de;www.tsv-marienfelde.de;;gemeinnützig;52.412750;13.36764;;<p>Am 7. Dezember ist es wieder so weit: Der 30. Weihnachtsmarkt des TSV Marienfeld mit Beteiligung der Marienfelder Kyffhäuser Kamaradschaft in Alt-Marienfelde</p><p>Es gibt Vorführungen, Tombola für die Kinder, Malen und Basteln, eine Spielstraße, Bastelarbeiten, Essen und Trinken.</p>;Old-mail;
182;158;Tempelhof-Schöneberg;9. Friedenauer Engelmarkt;Breslauer Platz am Rathaus Friedenau;12159 Berlin;2015-12-06;2015-12-06;;;;;;;;;;;;;;;;;;;;;13:00-18:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Friedenau-Netzwerk;;Magrit Knapp;852 33 56;;;13:00-18:00;Magrit.knapp@friedenau-netzwerk.de;www.friedenau-netzwerk.de;;gemeinnützig;52.472222;13.335556;;<p>Wir möchten Sie herzlich zum Friedenauer Engelmarkt am 07.12.2014 (2. Advent) in der Zeit von 13 – 18 Uhr auf dem Breslauer Platz einladen. Es erwarten Sie Kunsthandwerk, selbstgemachte Kleinigkeiten und Leckereien, Infos aus dem Bezirk u.v.m. Eröffnet wird der Engelmarkt mit unserem Schirmherrn, Bezirksstadtrat Oliver Schworck, und den Friedenauer Engeln (es sind wieder drei!).</p>;Old-mail;
184;160;Treptow-Köpenick;Weihnachtsmarkt in den Späth'schen Baumschulen, Lichterglanz im Tannenwald;Späthstr. 80/81;12437 Berlin;2015-12-05;2015-12-06;;;;;;;;;;;;;;;;;;;;11:00-20:00;11:00-20:00;;;;;;11:00-20:00;11:00-20:00;;;;;;;;;;;;;;;;;;;;;;;;;Späth'sche Baumschulen Handel GmbH;;;63  90 03 32;;;11:00-20:00;info@spaethsche-baumschulen.de;www.spaethsche-baumschulen.de;;gewerblich;52.454340;13.47371;Eintritt 3 €<br>Kinder bis 16 Jahre frei;<p>Lichterglanz erfüllt das historische Gelände: Beim Weihnachtsmarkt in den Späth’schen Baumschulen lässt es sich der Weihnachtsmann nicht nehmen, mit seinem Lieblingsrentier anzureisen. Von der großen Bühne im Hof klingt besinnliche Musik. radioBERLIN 88,8 Moderator Ingo Hoppe führt durch ein Programm voller Überraschungen und Weihnachtszauber.</p><p>Monbijou-Theater und Märchenerzählerin Ellen Luckas begeistern Kinder und ihre Eltern in der Märchenhütte. Die kleinen Gäste können auch Geschenke basteln, Kerzen ziehen und auf Eseln reiten. Ein historisches Kinderkarussell bittet zur Fahrt. Die Weihnachtskrippe aus Südtirol zeigt Szenen voller Nostalgie. Naturwarenwerkstätten, Schmuckdesigner und Kunsthandwerker bieten an mehr als 100 liebevoll dekorierten Ständen einfallsreiche Geschenkideen an.</p><p>In der ältesten Baumschule Deutschlands erwartet die Gäste ein Weihnachtsmarkt wie aus dem Bilderbuch. Mittendrin: der Späth’sche Tannenwald mit den besten Weihnachtsbäumen von Berlin. Wunderbare Düfte und Leckereien, Pulsnitzer Lebkuchen, echter Obstglühwein in acht Sorten aus Thüringen, ein Lagerfeuer für Groß und Klein, köstliche Kekse aus der Weihnachtsbäckerei und Bratäpfel frisch aus dem Hofcafé – Genießen Sie mit Freunden, Familie, Kindern, Kolleginnen und Kollegen genießen in den Späth’schen Baumschulen einen der schönsten Weihnachtsmärkte der Stadt.</p>;Old-mail;
186;2190;Treptow-Köpenick;Köpenick, die Weihnachtsinsel (teilgewerblich);Schlossinsel Köpenick, Schlossplatz Köpenick;12555 Berlin;2015-12-11;2015-12-13;;;;;;;;;;;;;;;;;;;;;;;;;;14:00-21:00;12:00-21:00;12:00-20:00;;;;;;;;;;;;;;;;;;;;;;;;;Bezirksamt Treptow-Köpenick von Berlin;;Herr Lemaitre;0173/617 25 51;902 97 27 60;61 67 40 09;Fr 14:00-21:00<br>Sa 12:00-21:00<br>So 12:00-20:00;veranstaltungen@ba-tk.berlin.de;www.berlin.de/ba-treptow-koepenick/aktuelles/koepenickerweihnachtsinsel.html;;gewerblich;52.444676;13.574498;;<p>„Köpenick, die Weihnachtsinsel“ findet zum dritten Mal auf der Köpenicker Schlossinsel statt. Inmitten des barocken Ensembles mit dem besonderen Flair des Schlossparks erwartet die Besucherinnen und Besucher der Weihnachtsinsel ein einzigartiges Ambiente. „Köpenick, die Weihnachtsinsel“ empfängt ihre Besucher vom 12.12. bis 14.12.2014.</p><p>Bezirksbürgermeister Oliver Igel eröffnet gemeinsam mit dem Hauptmann von Köpenick und seiner Garde offiziell „Köpenick, die Weihnachtsinsel“ am 12.12.2014 um 18:00 Uhr auf der Schlossinsel. Der traditionelle Stollenanschnitt zur Eröffnung soll die Gaumen der Besucherinnen und Besucher auf das Weihnachtsfest einstimmen. Wie in den vergangenen Jahren wird der Stollen von der Dresdner Feinbäckerei des Bäckermeisters Schwadtke aus Friedrichshagen zur Verfügung gestellt.</p><p>Auf der Schlossinsel präsentieren freie Träger des Bezirkes weihnachtliche Angebote aus ihren Projekten wie traditionelles Kunsthandwerk, Keramik, Tischschmuck, Kerzen, Honig aus der Region, Bastelangebote für Kinder und viele andere Dinge. Auf dem Schloßplatz Köpenick erwarten die Besucher, wie auch in den vergangenen Jahren, weihnachtliche Angebote von Händlern und Caterern wie Glühwein, Punsch und Deftiges für die Großen und Süßes für die Kleinen.</p><p>Auf der Weihnachtsbühne der Schlossinsel präsentieren sich zahlreiche Künstler mit weihnachtlichen Programmangeboten wie dem Erzählen von Geschichten für unsere Kleinen, Swingin‘ Christmas mit der Steve Horn Band für die Großen und dem gemeinsamen Singen von alten und neuen Weihnachtsliedern mit dem Duo Leuchtfeuer. Am Freitagabend präsentiert Uwe Jensen sein Programm „Wiedersehen unterm Weihnachtsbaum macht Freunde“. Für besinnliche Stimmung sorgt ein weihnachtliches Orgelkonzert in der Schlosskirche am Sonntagnachmittag.</p>;old;S Köpenick
190;162;Treptow-Köpenick;Weihnachtsmarkt Friedrichshagen Bölschestraße;Marktplatz Bölschestraße;12587 Berlin;2015-12-19;2015-12-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09:00-22:00;11:00-20:00;;;;;;;;;;;;;;;;;;Wolfgang Hirche;15370 Vogelsdorf;;033439/779 79;0172/309 49 77;033439/779 80;Sa 09:00-22:00<br>So 11:00-20:00;Markt-Hirche@web.de;;;gewerblich;52.451915;13.624878;;<p>1000 Weihnachtsmänner werden auf dem Friedrichshagener Weihnachtsmarkt VERSCHENKT</p><p>Der Weihnachtsmarkt Bölschestraße bietet allen Gästen noch einmal kurz vor dem Fest die Möglichkeit, für ihre Lieben ein schönes Geschenk zu beschaffen. Da bieten sich zum Beispiel der Kunsthandwerker mit seiner original Erzgebirgischen Holzkunst oder das reichhaltig vorhandene Schmuck- angebot und weitere Accessuire an. Darf es etwas künstlerischer sein, dann hin zu den Künstlern und Handwerkern mit ihren Bildern, Karten, Töpferwaren, Keramiken, Korbflechtarbeiten, Drechslerwaren und sonstigen Dingen die uns unser Leben verschönern. Für gute Laune sorgen die Schausteller mit Riesenrad, Kinderkarussell, Weihnachtsverlosung, oder Pfeilwerfen. Nicht zu vergessen sind die Zuständigkeiten für das leibliche Wohl. Süßwaren von Zuckerwatte, Poppkorn, Crepes, Schokofrüchte und das Pfefferkuchenherz sind die Leckereien, das Deftige kommt vom Grillstand, Grünkohl mit Stinte, Kettwurst aus DDR Zeit, Ungarischer Langos, Mexikopfanne, Knofribrot, Fischbrötchen u.v.m. gehören zum Angebot.</p><p>Wieder dabei ist unser Winzer aus Rheinland Pfalz, der seinen selbstproduzierten Glühwein und andere Produkte anbietet. Für ein durchgehendes Bühnenprogramm sorgt unser singender Weihnachtsmann Ron Beiz aus Friedrichshagen.</p><p>1000 Schokoladenweihnachtsmänner zum vernaschen, werden die Kleinen entzücken.</p><p>Wir wünschen allen Gästen ein frohes und gesundes Weihnachten. Lassen auch Sie sich einen Weihnachtsmann schenken.</p>;old;S Berlin-Friedrichshagen
192;164;Treptow-Köpenick;Lichtermarkt an der Christuskirche;Firlstr. 16;12459 Berlin;2015-11-28;2015-11-28;;;;;;;;;;;;;14:00-18:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Evangelische Kirchengemeinde Berlin-Oberschöneweide;;Herr Noak;97 60 14 17;535 31 55;;14:00-18:00;gemeinde@ev-kirche-oberschoeneweide.de;www.ev-kirche-oberschoeneweide.de;;gemeinnützig;52.463090;13.52339;;"<p>Zum Lichtermarkt und Adventskonzert gibt es ein buntes Markttreiben vor der Kirche, Märchenstunde und Programm der Grundschule.</p><p>Um 14:00 Uhr ist die Eröffnung mit dem Bläserensemble Köpenick, um 15:00 Uhr basteln im Musikzimmer der Kirche, um 15:30 Uhr Märchenstunde in der Taufkapelle, um 18:00 Uhr das Adventskonzert mit dem Köpenicker Chor ""Sing! Sing!"" unter Leitung von Lutz Haubold. Chorische und solistische Musik zu Advent und Weihnacht, u.a. von Johann Eccard, Samuel Scheidt, Caesar Franck, John Rutter sowie deutsche und internationale Weihnachtslieder.</p>";Old-mail;S Schöneweide
194;166;Treptow-Köpenick;Müggelheimer Weihnachtsmarkt mit altem Handwerk und Markt;"westl. Seite Dorfanger Müggelheim und Dorfklub ""Alte Schule""";12559 Berlin;2015-11-28;2015-11-28;;;;;;;;;;;;;10:00-20:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Müggelheimer Heimatverein e. V.;;;659 86 13;;;10:00-20:00;Mueggelheimer-heimatverein@gmx.de;www.mueggelheimer-heimatverein.de;;gemeinnützig;52.411639;13.662379;;<p>Auf dem Anger vor dem Dorfklub findet jedes Jahr der kleine Adventsmarkt statt. Zum Adventsmarkt, am 29. November, können Sie wieder eine traditionelle Ausstellung der AG - Heimatmuseum besichtigen.</p><p>Diesmal stellen wir Ihre alten und neuen Puppenstuben und Puppenhäuser, Pferdeställe und Bauernhöfe aus. Wir nehmen sie auch gemalt oder aus Papier im Schuhkarton. Auch einzelne Möbelteile sind eine schöne Dekoration. Sollten Sie noch besonders schöne Engel oder Sterne haben, sind sie für den Himmel willkommen.</p>;Old-mail;
